model_name,image_name,dice,iou,ssim,accuracy,precision,recall,f1_score,hausdorff
MyModel,MCF7_Phase_F4_1_02d12h00m_2.png,0.893302,0.807177,0.991705,0.914035,0.815866,0.986979,0.893302,47.539457
MyModel,MCF7_Phase_F4_1_02d12h00m_3.png,0.917935,0.848317,0.994447,0.930906,0.863853,0.97924,0.917935,47.413078
MyModel,MCF7_Phase_F4_1_02d12h00m_4.png,0.950228,0.905176,0.997949,0.958184,0.925488,0.976328,0.950228,80.894994
MyModel,MCF7_Phase_F4_1_02d16h00m_1.png,0.854371,0.745765,0.992222,0.920009,0.755293,0.983366,0.854371,126.506917
MyModel,MCF7_Phase_F4_1_02d16h00m_2.png,0.938557,0.884228,0.996205,0.942824,0.892043,0.990189,0.938557,42.449971
MyModel,MCF7_Phase_F4_1_02d16h00m_3.png,0.897309,0.813745,0.991916,0.906761,0.823056,0.98629,0.897309,60.827625
MyModel,MCF7_Phase_F4_1_02d20h00m_1.png,0.763561,0.617548,0.985772,0.870129,0.621,0.991079,0.763561,163.517583
MyModel,MCF7_Phase_F4_1_02d20h00m_2.png,0.874299,0.776671,0.987754,0.878352,0.782937,0.9898,0.874299,65.551506
MyModel,MCF7_Phase_F4_1_02d20h00m_3.png,0.853061,0.743771,0.986229,0.861809,0.749741,0.989408,0.853061,58.420887
MyModel,MCF7_Phase_F4_1_02d20h00m_4.png,0.873869,0.775993,0.989017,0.886883,0.784544,0.986148,0.873869,108.503456
MyModel,MCF7_Phase_F4_1_03d00h00m_2.png,0.909256,0.833612,0.993378,0.901975,0.85113,0.975904,0.909256,35.510562
MyModel,MCF7_Phase_F4_1_03d00h00m_3.png,0.863812,0.760273,0.988212,0.865368,0.777406,0.971829,0.863812,50.089919
MyModel,MCF7_Phase_F4_1_03d00h00m_4.png,0.921351,0.85417,0.994078,0.921523,0.862599,0.98869,0.921351,69.87131
MyModel,MCF7_Phase_F4_1_03d04h00m_1.png,0.842461,0.727804,0.988262,0.885954,0.730983,0.99406,0.842461,101.07423
MyModel,MCF7_Phase_F4_1_03d04h00m_2.png,0.87228,0.77349,0.986063,0.854349,0.788425,0.976096,0.87228,49.648766
MyModel,MCF7_Phase_F4_1_03d04h00m_4.png,0.886317,0.795843,0.989773,0.875484,0.825012,0.957464,0.886317,67.082039
MyModel,MCF7_Phase_F4_1_03d08h00m_1.png,0.876001,0.77936,0.989256,0.894845,0.797779,0.971229,0.876001,142.6359
MyModel,MCF7_Phase_F4_1_03d08h00m_2.png,0.871968,0.772999,0.985597,0.837902,0.78456,0.981294,0.871968,58.591808
MyModel,MCF7_Phase_F4_1_03d08h00m_3.png,0.921135,0.853799,0.98978,0.899394,0.901378,0.941777,0.921135,42.047592
MyModel,MCF7_Phase_F4_1_03d08h00m_4.png,0.926941,0.863831,0.990964,0.911454,0.886644,0.971076,0.926941,50.219518
MyModel,MCF7_Phase_F4_1_03d12h00m_1.png,0.871368,0.772057,0.987233,0.883708,0.793701,0.965885,0.871368,92.649879
MyModel,MCF7_Phase_F4_1_03d12h00m_2.png,0.83985,0.723915,0.975575,0.788038,0.728534,0.991318,0.83985,43.566042
MyModel,MCF7_Phase_F4_1_03d12h00m_3.png,0.936103,0.879881,0.99205,0.911558,0.95569,0.917303,0.936103,41.10961
MyModel,MCF7_Phase_F4_1_03d12h00m_4.png,0.94892,0.902804,0.993759,0.928647,0.96883,0.929811,0.94892,42.953463
MyModel,MCF7_Phase_F4_1_03d16h00m_1.png,0.833751,0.7149,0.984081,0.842144,0.719022,0.992045,0.833751,70.213959
MyModel,MCF7_Phase_F4_1_03d16h00m_3.png,0.92425,0.859169,0.989942,0.889691,0.938882,0.910067,0.92425,39.812058
MyModel,MCF7_Phase_F4_1_03d16h00m_4.png,0.940175,0.887104,0.992199,0.910946,0.96439,0.917146,0.940175,40.311289
MyModel,MCF7_Phase_F4_2_00d00h00m_1.png,0.935482,0.878784,0.999583,0.988298,0.975869,0.898305,0.935482,5.0
MyModel,MCF7_Phase_F4_2_00d00h00m_2.png,0.870843,0.771234,0.998729,0.981326,0.859829,0.882144,0.870843,119.820699
MyModel,MCF7_Phase_F4_2_00d00h00m_3.png,0.93931,0.885565,0.999576,0.987533,0.965528,0.914479,0.93931,7.071068
MyModel,MCF7_Phase_F4_2_00d04h00m_1.png,0.90369,0.824301,0.998516,0.978409,0.838826,0.979425,0.90369,83.216585
MyModel,MCF7_Phase_F4_2_00d04h00m_2.png,0.901281,0.820301,0.998713,0.981111,0.831122,0.984376,0.901281,118.903322
MyModel,MCF7_Phase_F4_2_00d04h00m_3.png,0.941701,0.889825,0.999274,0.983957,0.903365,0.983434,0.941701,52.430907
MyModel,MCF7_Phase_F4_2_00d04h00m_4.png,0.937754,0.882803,0.999429,0.985353,0.901361,0.977209,0.937754,105.75916
MyModel,MCF7_Phase_F4_2_00d08h00m_1.png,0.922177,0.855592,0.998701,0.978021,0.864702,0.987836,0.922177,34.481879
MyModel,MCF7_Phase_F4_2_00d08h00m_3.png,0.910424,0.835576,0.997795,0.971157,0.841512,0.991628,0.910424,53.160135
MyModel,MCF7_Phase_F4_2_00d08h00m_4.png,0.915452,0.844087,0.998478,0.975115,0.850594,0.991018,0.915452,68.622154
MyModel,MCF7_Phase_F4_2_00d12h00m_1.png,0.892828,0.806404,0.997398,0.96598,0.811323,0.992538,0.892828,65.030762
MyModel,MCF7_Phase_F4_2_00d12h00m_2.png,0.935769,0.879291,0.999252,0.982075,0.898716,0.976008,0.935769,69.641941
MyModel,MCF7_Phase_F4_2_00d12h00m_3.png,0.932491,0.873521,0.998545,0.973025,0.888554,0.980999,0.932491,48.764741
MyModel,MCF7_Phase_F4_2_00d12h00m_4.png,0.931695,0.872125,0.998918,0.977065,0.888954,0.978754,0.931695,66.037868
MyModel,MCF7_Phase_F4_2_00d16h00m_1.png,0.914579,0.842603,0.997996,0.968562,0.859842,0.976759,0.914579,49.396356
MyModel,MCF7_Phase_F4_2_00d16h00m_2.png,0.933021,0.874451,0.999064,0.979851,0.891616,0.978459,0.933021,73.409809
MyModel,MCF7_Phase_F4_2_00d16h00m_3.png,0.933181,0.874732,0.998314,0.970801,0.89032,0.980377,0.933181,38.626416
MyModel,MCF7_Phase_F4_2_00d20h00m_1.png,0.92349,0.857855,0.998004,0.969799,0.871605,0.981943,0.92349,65.924199
MyModel,MCF7_Phase_F4_2_00d20h00m_2.png,0.907585,0.830806,0.997943,0.971168,0.848362,0.975697,0.907585,70.0
MyModel,MCF7_Phase_F4_2_00d20h00m_3.png,0.916294,0.845518,0.99724,0.961224,0.855603,0.986252,0.916294,64.031242
MyModel,MCF7_Phase_F4_2_00d20h00m_4.png,0.953952,0.911958,0.999153,0.979657,0.923543,0.986432,0.953952,48.877398
MyModel,MCF7_Phase_F4_2_01d00h00m_2.png,0.929459,0.868214,0.998254,0.974011,0.920559,0.938533,0.929459,76.026311
MyModel,MCF7_Phase_F4_2_01d00h00m_3.png,0.948436,0.901929,0.998406,0.97223,0.948494,0.948379,0.948436,66.490601
MyModel,MCF7_Phase_F4_2_01d04h00m_1.png,0.934014,0.876198,0.998341,0.969045,0.896481,0.974827,0.934014,66.640828
MyModel,MCF7_Phase_F4_2_01d04h00m_2.png,0.930057,0.869259,0.998574,0.972596,0.886638,0.977949,0.930057,146.167712
MyModel,MCF7_Phase_F4_2_01d04h00m_3.png,0.945144,0.895994,0.998673,0.968496,0.90712,0.986497,0.945144,55.326305
MyModel,MCF7_Phase_F4_2_01d04h00m_4.png,0.881847,0.788664,0.995062,0.945938,0.796051,0.988371,0.881847,70.263789
MyModel,MCF7_Phase_F4_2_01d08h00m_1.png,0.845054,0.731682,0.992442,0.925175,0.737483,0.989364,0.845054,53.814496
MyModel,MCF7_Phase_F4_2_01d08h00m_2.png,0.834628,0.71619,0.993572,0.936271,0.725654,0.982117,0.834628,97.097889
MyModel,MCF7_Phase_F4_2_01d08h00m_3.png,0.96199,0.926764,0.99891,0.975276,0.935813,0.989674,0.96199,28.319605
MyModel,MCF7_Phase_F4_2_01d12h00m_1.png,0.964698,0.931804,0.999214,0.97848,0.944311,0.985985,0.964698,45.01111
MyModel,MCF7_Phase_F4_2_01d12h00m_2.png,0.956559,0.916734,0.999108,0.979035,0.928888,0.985929,0.956559,70.837843
MyModel,MCF7_Phase_F4_2_01d12h00m_3.png,0.964365,0.931182,0.999067,0.974159,0.936517,0.99392,0.964365,20.0
MyModel,MCF7_Phase_F4_2_01d12h00m_4.png,0.959088,0.921392,0.998966,0.975063,0.929056,0.991127,0.959088,29.698485
MyModel,MCF7_Phase_F4_2_01d16h00m_1.png,0.960284,0.923602,0.998889,0.972878,0.934248,0.987812,0.960284,45.0
MyModel,MCF7_Phase_F4_2_01d16h00m_2.png,0.962714,0.928108,0.999227,0.98019,0.937419,0.989411,0.962714,44.045431
MyModel,MCF7_Phase_F4_2_01d16h00m_3.png,0.959449,0.922058,0.998445,0.968215,0.927501,0.993677,0.959449,49.497475
MyModel,MCF7_Phase_F4_2_01d20h00m_2.png,0.93327,0.874889,0.996681,0.961246,0.890117,0.98082,0.93327,75.591005
MyModel,MCF7_Phase_F4_2_01d20h00m_3.png,0.950856,0.906316,0.996716,0.958446,0.915728,0.988786,0.950856,35.693137
MyModel,MCF7_Phase_F4_2_01d20h00m_4.png,0.835005,0.716746,0.989156,0.895755,0.723778,0.986626,0.835005,60.008333
MyModel,MCF7_Phase_F4_2_02d00h00m_1.png,0.957835,0.919082,0.998447,0.965715,0.933948,0.982975,0.957835,42.107007
MyModel,MCF7_Phase_F4_2_02d00h00m_2.png,0.955493,0.914779,0.998653,0.972001,0.92535,0.987666,0.955493,72.249567
MyModel,MCF7_Phase_F4_2_02d00h00m_3.png,0.955068,0.913999,0.997721,0.957509,0.921247,0.991466,0.955068,22.090722
MyModel,MCF7_Phase_F4_2_02d04h00m_2.png,0.953246,0.910669,0.99801,0.966338,0.9194,0.98968,0.953246,50.606324
MyModel,MCF7_Phase_F4_2_02d04h00m_3.png,0.964132,0.930749,0.997866,0.962396,0.947581,0.981273,0.964132,50.0
MyModel,MCF7_Phase_F4_2_02d04h00m_4.png,0.96026,0.923558,0.998259,0.965172,0.944088,0.976996,0.96026,37.536649
MyModel,MCF7_Phase_F4_2_02d08h00m_2.png,0.965268,0.932868,0.99872,0.97223,0.953959,0.976849,0.965268,50.635956
MyModel,MCF7_Phase_F4_2_02d08h00m_3.png,0.968497,0.938919,0.998503,0.963735,0.945724,0.992394,0.968497,45.54119
MyModel,MCF7_Phase_F4_2_02d08h00m_4.png,0.967323,0.936715,0.998748,0.968329,0.947388,0.988116,0.967323,36.221541
MyModel,MCF7_Phase_F4_2_02d12h00m_1.png,0.964181,0.93084,0.997594,0.960946,0.957472,0.970986,0.964181,30.675723
MyModel,MCF7_Phase_F4_2_02d12h00m_2.png,0.959356,0.921888,0.99793,0.964226,0.950752,0.968118,0.959356,53.150729
MyModel,MCF7_Phase_F4_2_02d12h00m_3.png,0.958584,0.920461,0.996381,0.948506,0.954066,0.963144,0.958584,40.112342
MyModel,MCF7_Phase_F4_2_02d12h00m_4.png,0.967642,0.937313,0.998322,0.966338,0.957696,0.977797,0.967642,31.112698
MyModel,MCF7_Phase_F4_2_02d16h00m_1.png,0.914133,0.841846,0.99233,0.9043,0.845744,0.994555,0.914133,27.586228
MyModel,MCF7_Phase_F4_2_02d16h00m_2.png,0.857541,0.750609,0.988615,0.879819,0.79259,0.934087,0.857541,59.464275
MyModel,MCF7_Phase_F4_2_02d16h00m_3.png,0.92475,0.860033,0.992149,0.903794,0.87748,0.977404,0.92475,28.861739
MyModel,MCF7_Phase_F4_2_02d16h00m_4.png,0.923286,0.857503,0.993163,0.916395,0.863895,0.991446,0.923286,46.324939
MyModel,MCF7_Phase_F4_2_02d20h00m_1.png,0.841068,0.725726,0.982154,0.825008,0.73552,0.981983,0.841068,60.406953
MyModel,MCF7_Phase_F4_2_02d20h00m_3.png,0.846368,0.733656,0.980808,0.807976,0.78889,0.912881,0.846368,32.449961
MyModel,MCF7_Phase_F4_2_03d00h00m_1.png,0.794663,0.659287,0.973924,0.768477,0.67996,0.955918,0.794663,62.39391
MyModel,MCF7_Phase_F4_2_03d00h00m_2.png,0.837146,0.719906,0.982407,0.836599,0.733927,0.974149,0.837146,50.447993
MyModel,MCF7_Phase_F4_2_03d00h00m_3.png,0.869189,0.768641,0.981491,0.820318,0.814049,0.93234,0.869189,82.9759
MyModel,MCF7_Phase_F4_2_03d00h00m_4.png,0.886154,0.79558,0.985681,0.85849,0.824083,0.958337,0.886154,59.0
MyModel,MCF7_Phase_F4_2_03d04h00m_1.png,0.865702,0.763205,0.981806,0.825951,0.784231,0.966064,0.865702,43.965896
MyModel,MCF7_Phase_F4_2_03d04h00m_2.png,0.875846,0.779116,0.98577,0.857356,0.806408,0.95837,0.875846,48.600412
MyModel,MCF7_Phase_F4_2_03d08h00m_2.png,0.869853,0.769681,0.984308,0.839704,0.802922,0.948957,0.869853,48.083261
MyModel,MCF7_Phase_F4_2_03d08h00m_4.png,0.883758,0.791726,0.985413,0.845709,0.813691,0.967027,0.883758,95.707889
MyModel,MCF7_Phase_F4_2_03d12h00m_1.png,0.85232,0.742646,0.980042,0.802565,0.756637,0.975707,0.85232,54.0
MyModel,MCF7_Phase_F4_2_03d12h00m_2.png,0.840848,0.7254,0.979965,0.802327,0.754766,0.949095,0.840848,87.321246
MyModel,MCF7_Phase_F4_2_03d12h00m_3.png,0.817733,0.691665,0.970844,0.730783,0.739587,0.914344,0.817733,118.848643
MyModel,MCF7_Phase_F4_2_03d16h00m_1.png,0.850889,0.740475,0.978314,0.78458,0.798826,0.910211,0.850889,52.924474
MyModel,MCF7_Phase_F4_2_03d16h00m_2.png,0.871437,0.772165,0.982085,0.815609,0.85982,0.883372,0.871437,62.096699
MyModel,MCF7_Phase_F4_2_03d16h00m_3.png,0.834563,0.716095,0.973294,0.743682,0.766449,0.915964,0.834563,52.469038
MyModel,MCF7_Phase_F4_2_03d16h00m_4.png,0.887198,0.797264,0.983006,0.828529,0.855871,0.920904,0.887198,40.311289
MyModel,MCF7_Phase_G4_1_00d00h00m_2.png,0.885921,0.795205,0.998997,0.984973,0.898687,0.873512,0.885921,99.00505
MyModel,MCF7_Phase_G4_1_00d00h00m_3.png,0.938933,0.884896,0.999626,0.989606,0.905074,0.975424,0.938933,8.062258
MyModel,MCF7_Phase_G4_1_00d00h00m_4.png,0.929565,0.868399,0.999605,0.990456,0.892156,0.970248,0.929565,46.615448
MyModel,MCF7_Phase_G4_1_00d04h00m_1.png,0.941551,0.889557,0.999694,0.992122,0.907099,0.978723,0.941551,40.521599
MyModel,MCF7_Phase_G4_1_00d04h00m_2.png,0.938783,0.884629,0.999559,0.989478,0.90529,0.97485,0.938783,94.847246
MyModel,MCF7_Phase_G4_1_00d04h00m_3.png,0.941798,0.889999,0.99944,0.985438,0.907526,0.97876,0.941798,50.990195
MyModel,MCF7_Phase_G4_1_00d08h00m_1.png,0.943995,0.893931,0.999677,0.991106,0.918527,0.970916,0.943995,91.0
MyModel,MCF7_Phase_G4_1_00d08h00m_2.png,0.912692,0.839406,0.998704,0.981242,0.857228,0.975831,0.912692,94.8736
MyModel,MCF7_Phase_G4_1_00d08h00m_3.png,0.944712,0.895217,0.999384,0.98331,0.909488,0.982774,0.944712,55.470713
MyModel,MCF7_Phase_G4_1_00d12h00m_1.png,0.881454,0.788036,0.998647,0.979742,0.799739,0.981768,0.881454,82.200973
MyModel,MCF7_Phase_G4_1_00d12h00m_2.png,0.909672,0.834311,0.998679,0.978936,0.842933,0.987889,0.909672,96.56604
MyModel,MCF7_Phase_G4_1_00d12h00m_3.png,0.931132,0.871138,0.999039,0.975948,0.878129,0.990944,0.931132,46.010868
MyModel,MCF7_Phase_G4_1_00d12h00m_4.png,0.93316,0.874695,0.999274,0.982181,0.883092,0.989246,0.93316,58.137767
MyModel,MCF7_Phase_G4_1_00d16h00m_1.png,0.91847,0.849232,0.999204,0.983408,0.856653,0.989902,0.91847,18.248288
MyModel,MCF7_Phase_G4_1_00d16h00m_2.png,0.875334,0.778305,0.997514,0.96863,0.783691,0.991247,0.875334,89.587946
MyModel,MCF7_Phase_G4_1_00d16h00m_4.png,0.913847,0.841362,0.998469,0.975036,0.8476,0.991328,0.913847,77.820306
MyModel,MCF7_Phase_G4_1_00d20h00m_1.png,0.923018,0.857042,0.999257,0.983435,0.863413,0.991464,0.923018,17.0
MyModel,MCF7_Phase_G4_1_00d20h00m_2.png,0.889332,0.800719,0.997763,0.968182,0.805889,0.992051,0.889332,92.913939
MyModel,MCF7_Phase_G4_1_00d20h00m_3.png,0.931718,0.872165,0.998777,0.971782,0.878711,0.991531,0.931718,65.459911
MyModel,MCF7_Phase_G4_1_00d20h00m_4.png,0.932288,0.873164,0.999122,0.977855,0.880492,0.990558,0.932288,26.925824
MyModel,MCF7_Phase_G4_1_01d00h00m_1.png,0.962481,0.927676,0.999623,0.99119,0.954673,0.970418,0.962481,88.645361
MyModel,MCF7_Phase_G4_1_01d00h00m_2.png,0.963676,0.929899,0.999465,0.987648,0.949761,0.978006,0.963676,87.051709
MyModel,MCF7_Phase_G4_1_01d00h00m_3.png,0.962842,0.928347,0.999212,0.983006,0.943451,0.983047,0.962842,67.675697
MyModel,MCF7_Phase_G4_1_01d00h00m_4.png,0.969511,0.940827,0.999457,0.988696,0.957183,0.982161,0.969511,49.578221
MyModel,MCF7_Phase_G4_1_01d04h00m_1.png,0.941862,0.890113,0.99906,0.985724,0.915623,0.96965,0.941862,43.046487
MyModel,MCF7_Phase_G4_1_01d04h00m_2.png,0.959318,0.921816,0.999131,0.98473,0.936446,0.983335,0.959318,82.734515
MyModel,MCF7_Phase_G4_1_01d04h00m_3.png,0.964941,0.932257,0.999225,0.982075,0.945651,0.985034,0.964941,52.886671
MyModel,MCF7_Phase_G4_1_01d04h00m_4.png,0.941785,0.889976,0.998278,0.977912,0.91518,0.969984,0.941785,82.462113
MyModel,MCF7_Phase_G4_1_01d08h00m_1.png,0.953685,0.91147,0.99924,0.985787,0.927745,0.981117,0.953685,77.006493
MyModel,MCF7_Phase_G4_1_01d08h00m_2.png,0.882864,0.790292,0.995964,0.95519,0.800298,0.984426,0.882864,116.361506
MyModel,MCF7_Phase_G4_1_01d08h00m_3.png,0.909416,0.83388,0.995511,0.948028,0.84268,0.987632,0.909416,40.0
MyModel,MCF7_Phase_G4_1_01d08h00m_4.png,0.853358,0.744223,0.99454,0.943761,0.753216,0.984211,0.853358,66.603303
MyModel,MCF7_Phase_G4_1_01d12h00m_1.png,0.818616,0.692929,0.994368,0.944362,0.705566,0.974804,0.818616,83.0
MyModel,MCF7_Phase_G4_1_01d12h00m_2.png,0.822336,0.698278,0.992839,0.930376,0.705148,0.98624,0.822336,116.824655
MyModel,MCF7_Phase_G4_1_01d12h00m_3.png,0.914656,0.842734,0.995521,0.947159,0.852928,0.986017,0.914656,47.296934
MyModel,MCF7_Phase_G4_1_01d12h00m_4.png,0.870681,0.770979,0.994373,0.942185,0.790192,0.969427,0.870681,71.021124
MyModel,MCF7_Phase_G4_1_01d16h00m_2.png,0.826475,0.704267,0.992605,0.928147,0.711143,0.986457,0.826475,99.00505
MyModel,MCF7_Phase_G4_1_01d16h00m_4.png,0.963731,0.930001,0.999064,0.980313,0.936386,0.992722,0.963731,82.365041
MyModel,MCF7_Phase_G4_1_01d20h00m_1.png,0.932868,0.874183,0.997971,0.972563,0.883088,0.988596,0.932868,129.294238
MyModel,MCF7_Phase_G4_1_01d20h00m_2.png,0.931727,0.87218,0.997259,0.963101,0.88186,0.987571,0.931727,85.023526
MyModel,MCF7_Phase_G4_1_01d20h00m_3.png,0.964346,0.931147,0.998953,0.972361,0.939419,0.990632,0.964346,19.235384
MyModel,MCF7_Phase_G4_1_01d20h00m_4.png,0.946597,0.898609,0.998097,0.969247,0.927778,0.966195,0.946597,54.405882
MyModel,MCF7_Phase_G4_1_02d00h00m_1.png,0.921344,0.854159,0.996665,0.962732,0.86821,0.981405,0.921344,66.241981
MyModel,MCF7_Phase_G4_1_02d00h00m_2.png,0.907632,0.830885,0.994903,0.945621,0.838277,0.989499,0.907632,92.892411
MyModel,MCF7_Phase_G4_1_02d00h00m_3.png,0.959974,0.92303,0.997899,0.964467,0.938021,0.98298,0.959974,21.84033
MyModel,MCF7_Phase_G4_1_02d04h00m_1.png,0.944684,0.895166,0.99799,0.970195,0.91386,0.977659,0.944684,98.386991
MyModel,MCF7_Phase_G4_1_02d04h00m_2.png,0.937667,0.882649,0.99663,0.957523,0.891095,0.989375,0.937667,65.306967
MyModel,MCF7_Phase_G4_1_02d04h00m_3.png,0.965932,0.934108,0.998329,0.966693,0.951833,0.980454,0.965932,17.204651
MyModel,MCF7_Phase_G4_1_02d04h00m_4.png,0.948636,0.902291,0.997184,0.963224,0.916383,0.983241,0.948636,73.24616
MyModel,MCF7_Phase_G4_1_02d08h00m_1.png,0.940954,0.888491,0.99755,0.965253,0.902302,0.983065,0.940954,65.192024
MyModel,MCF7_Phase_G4_1_02d08h00m_2.png,0.887316,0.797455,0.99238,0.921391,0.802704,0.991867,0.887316,71.568149
MyModel,MCF7_Phase_G4_1_02d08h00m_4.png,0.860312,0.754867,0.989435,0.90035,0.759819,0.991439,0.860312,91.438504
MyModel,MCF7_Phase_G4_1_02d12h00m_1.png,0.820193,0.695193,0.988731,0.894408,0.697608,0.995045,0.820193,77.420927
MyModel,MCF7_Phase_G4_1_02d12h00m_2.png,0.813239,0.68526,0.985216,0.864825,0.688655,0.992858,0.813239,86.145226
MyModel,MCF7_Phase_G4_1_02d12h00m_3.png,0.837254,0.720066,0.983301,0.843586,0.723813,0.992861,0.837254,71.25307
MyModel,MCF7_Phase_G4_1_02d12h00m_4.png,0.786673,0.64836,0.982247,0.843026,0.652754,0.989725,0.786673,89.554453
MyModel,MCF7_Phase_G4_1_02d16h00m_1.png,0.843697,0.729651,0.988938,0.896561,0.732506,0.994686,0.843697,68.359345
MyModel,MCF7_Phase_G4_1_02d16h00m_2.png,0.8105,0.681378,0.983369,0.850836,0.683256,0.995983,0.8105,87.823687
MyModel,MCF7_Phase_G4_1_02d16h00m_3.png,0.831557,0.71168,0.980597,0.823457,0.716413,0.990802,0.831557,82.0
MyModel,MCF7_Phase_G4_1_02d16h00m_4.png,0.859509,0.75363,0.988888,0.878898,0.762731,0.984415,0.859509,56.435804
MyModel,MCF7_Phase_G4_1_02d20h00m_1.png,0.828612,0.707377,0.987863,0.87541,0.712161,0.990593,0.828612,61.351447
MyModel,MCF7_Phase_G4_1_02d20h00m_2.png,0.773842,0.631111,0.979889,0.809927,0.638586,0.98179,0.773842,94.92102
MyModel,MCF7_Phase_G4_1_02d20h00m_3.png,0.763518,0.617492,0.972284,0.748358,0.621676,0.989217,0.763518,168.760185
MyModel,MCF7_Phase_G4_1_02d20h00m_4.png,0.846495,0.733846,0.986218,0.856608,0.737575,0.993159,0.846495,97.416631
MyModel,MCF7_Phase_G4_1_03d00h00m_2.png,0.631611,0.461573,0.964926,0.70498,0.465836,0.980555,0.631611,109.165013
MyModel,MCF7_Phase_G4_1_03d00h00m_3.png,0.912389,0.838893,0.991107,0.882919,0.886089,0.940299,0.912389,51.429563
MyModel,MCF7_Phase_G4_1_03d00h00m_4.png,0.935995,0.87969,0.996055,0.930939,0.902504,0.972067,0.935995,60.60528
MyModel,MCF7_Phase_G4_1_03d04h00m_1.png,0.937124,0.881687,0.996879,0.938836,0.899738,0.977751,0.937124,43.011626
MyModel,MCF7_Phase_G4_1_03d04h00m_2.png,0.637186,0.467551,0.964952,0.684624,0.469657,0.990503,0.637186,88.29496
MyModel,MCF7_Phase_G4_1_03d04h00m_3.png,0.592705,0.421166,0.952971,0.588011,0.421415,0.998599,0.592705,171.093542
MyModel,MCF7_Phase_G4_1_03d04h00m_4.png,0.597494,0.426019,0.961858,0.659569,0.430032,0.978567,0.597494,75.690158
MyModel,MCF7_Phase_G4_1_03d08h00m_1.png,0.915145,0.843565,0.99422,0.913309,0.86615,0.970015,0.915145,65.490457
MyModel,MCF7_Phase_G4_1_03d08h00m_2.png,0.818621,0.692937,0.980798,0.802377,0.716342,0.954971,0.818621,57.68882
MyModel,MCF7_Phase_G4_1_03d08h00m_3.png,0.846304,0.733559,0.981751,0.797779,0.765868,0.945619,0.846304,97.637083
MyModel,MCF7_Phase_G4_1_03d08h00m_4.png,0.867124,0.765419,0.986759,0.845848,0.82488,0.913929,0.867124,68.249542
MyModel,MCF7_Phase_G4_1_03d12h00m_1.png,0.873677,0.775689,0.988071,0.865431,0.813905,0.942923,0.873677,52.801515
MyModel,MCF7_Phase_G4_1_03d12h00m_2.png,0.805174,0.673884,0.97559,0.759714,0.704959,0.938603,0.805174,56.797887
MyModel,MCF7_Phase_G4_1_03d12h00m_3.png,0.850106,0.739291,0.979324,0.786391,0.810031,0.894353,0.850106,60.016664
MyModel,MCF7_Phase_G4_1_03d12h00m_4.png,0.837058,0.719777,0.980904,0.809072,0.76338,0.926478,0.837058,42.720019
MyModel,MCF7_Phase_G4_1_03d16h00m_2.png,0.740341,0.587731,0.964666,0.683711,0.596326,0.976063,0.740341,67.720012
MyModel,MCF7_Phase_G4_1_03d16h00m_3.png,0.720146,0.562678,0.960491,0.645476,0.571383,0.97364,0.720146,166.048186
MyModel,MCF7_Phase_G4_1_03d16h00m_4.png,0.826867,0.704836,0.979017,0.788557,0.730808,0.951998,0.826867,89.822046
MyModel,MCF7_Phase_G4_2_00d00h00m_2.png,0.919115,0.850335,0.999439,0.988289,0.873167,0.970166,0.919115,61.587336
MyModel,MCF7_Phase_G4_2_00d00h00m_3.png,0.914454,0.842391,0.999288,0.985978,0.850671,0.988577,0.914454,106.329676
MyModel,MCF7_Phase_G4_2_00d00h00m_4.png,0.905215,0.826842,0.999108,0.984394,0.848707,0.969783,0.905215,50.089919
MyModel,MCF7_Phase_G4_2_00d04h00m_1.png,0.922078,0.855422,0.999165,0.983509,0.872088,0.978147,0.922078,59.20304
MyModel,MCF7_Phase_G4_2_00d04h00m_2.png,0.927261,0.864387,0.999311,0.985126,0.882745,0.976506,0.927261,55.946403
MyModel,MCF7_Phase_G4_2_00d04h00m_3.png,0.903173,0.823442,0.998574,0.976612,0.83671,0.981106,0.903173,51.894123
MyModel,MCF7_Phase_G4_2_00d04h00m_4.png,0.898901,0.816368,0.998738,0.976849,0.826141,0.985715,0.898901,48.052055
MyModel,MCF7_Phase_G4_2_00d08h00m_1.png,0.906784,0.829465,0.998807,0.975254,0.83356,0.994111,0.906784,68.007353
MyModel,MCF7_Phase_G4_2_00d08h00m_2.png,0.910702,0.836046,0.99893,0.977625,0.840673,0.993459,0.910702,44.598206
MyModel,MCF7_Phase_G4_2_00d08h00m_4.png,0.946048,0.89762,0.999305,0.984643,0.914269,0.980116,0.946048,99.704564
MyModel,MCF7_Phase_G4_2_00d12h00m_1.png,0.947736,0.900664,0.999176,0.982422,0.911427,0.987058,0.947736,48.754487
MyModel,MCF7_Phase_G4_2_00d12h00m_2.png,0.905718,0.827682,0.99864,0.973276,0.833954,0.990995,0.905718,33.54102
MyModel,MCF7_Phase_G4_2_00d12h00m_3.png,0.914069,0.841738,0.998381,0.970285,0.844108,0.996675,0.914069,85.146932
MyModel,MCF7_Phase_G4_2_00d12h00m_4.png,0.915706,0.844518,0.998608,0.973265,0.848955,0.993849,0.915706,40.199502
MyModel,MCF7_Phase_G4_2_00d16h00m_1.png,0.931172,0.871209,0.998858,0.9755,0.879354,0.989481,0.931172,64.845971
MyModel,MCF7_Phase_G4_2_00d16h00m_3.png,0.945791,0.897157,0.998967,0.978341,0.904572,0.990946,0.945791,76.537572
