model_name,image_name,dice,iou,ssim,accuracy,precision,recall,f1_score,hausdorff
MyModel,SHSY5Y_Phase_C10_1_00d08h00m_4.png,0.83028,0.709811,0.997737,0.960394,0.754141,0.92352,0.83028,76.687678
MyModel,SHSY5Y_Phase_C10_1_00d12h00m_2.png,0.800401,0.667223,0.996436,0.952644,0.696573,0.940602,0.800401,74.0
MyModel,SHSY5Y_Phase_C10_1_00d12h00m_3.png,0.794369,0.658882,0.996208,0.948771,0.684324,0.946587,0.794369,80.777472
MyModel,SHSY5Y_Phase_C10_1_00d12h00m_4.png,0.851885,0.741986,0.997714,0.95693,0.785388,0.930684,0.851885,33.54102
MyModel,SHSY5Y_Phase_C10_1_00d16h00m_1.png,0.843881,0.729926,0.996913,0.947528,0.785012,0.912295,0.843881,94.339811
MyModel,SHSY5Y_Phase_C10_1_00d16h00m_2.png,0.8224,0.698369,0.996657,0.944884,0.730965,0.939979,0.8224,159.012578
MyModel,SHSY5Y_Phase_C10_1_00d16h00m_3.png,0.812659,0.684436,0.996178,0.942338,0.72292,0.927835,0.812659,80.956779
MyModel,SHSY5Y_Phase_C10_1_00d16h00m_4.png,0.786932,0.648712,0.995307,0.933676,0.673704,0.945908,0.786932,57.489129
MyModel,SHSY5Y_Phase_C10_1_00d20h00m_1.png,0.768349,0.623836,0.993378,0.915663,0.651367,0.936548,0.768349,73.681748
MyModel,SHSY5Y_Phase_C10_1_00d20h00m_2.png,0.787605,0.649628,0.995034,0.926696,0.683354,0.929392,0.787605,71.007042
MyModel,SHSY5Y_Phase_C10_1_00d20h00m_3.png,0.829781,0.709082,0.996482,0.941731,0.755873,0.919708,0.829781,77.058419
MyModel,SHSY5Y_Phase_C10_1_00d20h00m_4.png,0.789218,0.651825,0.99449,0.922522,0.687731,0.925844,0.789218,62.681736
MyModel,SHSY5Y_Phase_C10_1_01d00h00m_1.png,0.831891,0.712169,0.994253,0.925071,0.761837,0.916133,0.831891,88.865066
MyModel,SHSY5Y_Phase_C10_1_01d00h00m_2.png,0.800514,0.667381,0.993912,0.914729,0.720856,0.899964,0.800514,68.44706
MyModel,SHSY5Y_Phase_C10_1_01d00h00m_3.png,0.78667,0.648356,0.993241,0.908282,0.694952,0.906279,0.78667,108.853112
MyModel,SHSY5Y_Phase_C10_1_01d04h00m_1.png,0.814548,0.68712,0.993043,0.905004,0.770174,0.864347,0.814548,89.196412
MyModel,SHSY5Y_Phase_C10_1_01d04h00m_2.png,0.836151,0.718435,0.995514,0.920935,0.772004,0.911923,0.836151,28.84441
MyModel,SHSY5Y_Phase_C10_1_01d04h00m_4.png,0.813742,0.685974,0.994265,0.910386,0.740963,0.902375,0.813742,38.483763
MyModel,SHSY5Y_Phase_C10_1_01d08h00m_1.png,0.693543,0.530858,0.984454,0.83496,0.579437,0.863611,0.693543,124.555209
MyModel,SHSY5Y_Phase_C10_1_01d08h00m_2.png,0.699973,0.53843,0.986141,0.851672,0.580204,0.882053,0.699973,51.86521
MyModel,SHSY5Y_Phase_C10_1_01d08h00m_3.png,0.857708,0.750866,0.993725,0.911978,0.877894,0.83843,0.857708,79.624117
MyModel,SHSY5Y_Phase_C10_1_01d08h00m_4.png,0.815598,0.688616,0.991628,0.891753,0.820789,0.810473,0.815598,55.217751
MyModel,SHSY5Y_Phase_C10_1_01d12h00m_1.png,0.823777,0.700358,0.989188,0.865617,0.834366,0.813453,0.823777,78.587531
MyModel,SHSY5Y_Phase_C10_1_01d12h00m_2.png,0.740806,0.588318,0.988496,0.859566,0.595741,0.97926,0.740806,63.06346
MyModel,SHSY5Y_Phase_C10_1_01d12h00m_3.png,0.835725,0.717807,0.991933,0.897247,0.765966,0.919463,0.835725,43.011626
MyModel,SHSY5Y_Phase_C10_1_01d12h00m_4.png,0.847571,0.735465,0.9937,0.90445,0.804901,0.895017,0.847571,31.240999
MyModel,SHSY5Y_Phase_C10_1_01d16h00m_1.png,0.87851,0.783341,0.993949,0.899735,0.852995,0.905598,0.87851,37.054015
MyModel,SHSY5Y_Phase_C10_1_01d16h00m_2.png,0.823237,0.699578,0.993168,0.885424,0.727692,0.947665,0.823237,51.623638
MyModel,SHSY5Y_Phase_C10_1_01d16h00m_3.png,0.811326,0.682547,0.99233,0.880105,0.706842,0.952059,0.811326,39.051248
MyModel,SHSY5Y_Phase_C10_1_01d16h00m_4.png,0.816455,0.689839,0.992772,0.87978,0.715307,0.950921,0.816455,49.73932
MyModel,SHSY5Y_Phase_C10_1_01d20h00m_1.png,0.877715,0.782079,0.993458,0.891387,0.818102,0.946699,0.877715,41.340053
MyModel,SHSY5Y_Phase_C10_1_01d20h00m_2.png,0.851792,0.741844,0.992914,0.892111,0.770778,0.951837,0.851792,39.051248
MyModel,SHSY5Y_Phase_C10_1_01d20h00m_4.png,0.803057,0.670923,0.989683,0.850484,0.688346,0.963645,0.803057,55.973208
MyModel,SHSY5Y_Phase_C10_1_02d00h00m_3.png,0.847871,0.735917,0.992636,0.873596,0.772421,0.939657,0.847871,41.231056
MyModel,SHSY5Y_Phase_C10_1_02d00h00m_4.png,0.852874,0.743487,0.991183,0.868878,0.794699,0.920238,0.852874,49.406477
MyModel,SHSY5Y_Phase_C10_1_02d04h00m_1.png,0.855111,0.746894,0.988148,0.842387,0.788618,0.933849,0.855111,37.121422
MyModel,SHSY5Y_Phase_C10_1_02d04h00m_2.png,0.840984,0.725602,0.991094,0.866253,0.75108,0.955337,0.840984,42.953463
MyModel,SHSY5Y_Phase_C10_1_02d04h00m_3.png,0.802234,0.669775,0.986675,0.829253,0.69543,0.947795,0.802234,38.183766
MyModel,SHSY5Y_Phase_C10_1_02d08h00m_1.png,0.876429,0.780038,0.990718,0.860544,0.821303,0.939488,0.876429,25.495098
MyModel,SHSY5Y_Phase_C10_1_02d08h00m_2.png,0.841132,0.725823,0.990318,0.863311,0.766458,0.931928,0.841132,48.166378
MyModel,SHSY5Y_Phase_C10_1_02d08h00m_3.png,0.841963,0.72706,0.990453,0.851265,0.74592,0.966393,0.841963,27.018512
MyModel,SHSY5Y_Phase_C10_1_02d12h00m_1.png,0.821576,0.697182,0.98459,0.804106,0.716721,0.962369,0.821576,30.413813
MyModel,SHSY5Y_Phase_C10_1_02d12h00m_2.png,0.879184,0.784414,0.993056,0.884413,0.839545,0.922751,0.879184,39.962482
MyModel,SHSY5Y_Phase_C10_1_02d12h00m_3.png,0.878683,0.783616,0.991063,0.866794,0.855807,0.902814,0.878683,30.149627
MyModel,SHSY5Y_Phase_C10_1_02d12h00m_4.png,0.887881,0.798369,0.992157,0.872815,0.864475,0.912591,0.887881,25.079872
MyModel,SHSY5Y_Phase_C10_1_02d16h00m_2.png,0.845252,0.73198,0.988312,0.84746,0.776557,0.927281,0.845252,37.64306
MyModel,SHSY5Y_Phase_C10_1_02d16h00m_3.png,0.87573,0.778931,0.990909,0.856796,0.82003,0.939547,0.87573,34.058773
MyModel,SHSY5Y_Phase_C10_1_02d16h00m_4.png,0.847413,0.735227,0.98724,0.827445,0.757608,0.961372,0.847413,28.460499
MyModel,SHSY5Y_Phase_C10_1_02d20h00m_1.png,0.828505,0.707221,0.981678,0.784214,0.729232,0.959067,0.828505,27.658633
MyModel,SHSY5Y_Phase_C10_1_02d20h00m_2.png,0.800987,0.668039,0.98334,0.806411,0.686844,0.96063,0.800987,49.648766
MyModel,SHSY5Y_Phase_C10_1_02d20h00m_3.png,0.868814,0.768056,0.991264,0.844485,0.783259,0.975352,0.868814,24.33105
MyModel,SHSY5Y_Phase_C10_1_02d20h00m_4.png,0.865266,0.762527,0.990536,0.83747,0.779925,0.971578,0.865266,25.495098
MyModel,SHSY5Y_Phase_C10_1_03d00h00m_1.png,0.86101,0.755942,0.985973,0.809285,0.765636,0.983527,0.86101,23.430749
MyModel,SHSY5Y_Phase_C10_1_03d00h00m_2.png,0.819109,0.693636,0.985292,0.806193,0.711398,0.965256,0.819109,26.019224
MyModel,SHSY5Y_Phase_C10_1_03d00h00m_3.png,0.820735,0.695972,0.982992,0.78222,0.711065,0.970405,0.820735,44.94441
MyModel,SHSY5Y_Phase_C10_1_03d04h00m_2.png,0.879262,0.784538,0.988972,0.852882,0.818317,0.950015,0.879262,35.468296
MyModel,SHSY5Y_Phase_C10_1_03d04h00m_3.png,0.898004,0.814889,0.989432,0.857914,0.846919,0.955648,0.898004,46.669048
MyModel,SHSY5Y_Phase_C10_1_03d04h00m_4.png,0.815674,0.688724,0.978835,0.764945,0.700098,0.976955,0.815674,32.756679
MyModel,SHSY5Y_Phase_C10_1_03d08h00m_1.png,0.798314,0.664329,0.973404,0.725325,0.674307,0.97821,0.798314,29.427878
MyModel,SHSY5Y_Phase_C10_1_03d08h00m_2.png,0.778213,0.636946,0.975347,0.743149,0.646357,0.977651,0.778213,38.052595
MyModel,SHSY5Y_Phase_C10_1_03d08h00m_3.png,0.827373,0.705572,0.980062,0.766455,0.731838,0.951594,0.827373,55.973208
MyModel,SHSY5Y_Phase_C10_1_03d08h00m_4.png,0.797609,0.663353,0.97562,0.732755,0.68287,0.958694,0.797609,36.71512
MyModel,SHSY5Y_Phase_C10_1_03d12h00m_1.png,0.803636,0.671733,0.973695,0.721681,0.687828,0.966337,0.803636,39.661064
MyModel,SHSY5Y_Phase_C10_1_03d12h00m_2.png,0.81926,0.693853,0.979114,0.766619,0.722951,0.945174,0.81926,44.102154
MyModel,SHSY5Y_Phase_C10_1_03d12h00m_4.png,0.866764,0.764857,0.983369,0.801527,0.794413,0.953613,0.866764,43.011626
MyModel,SHSY5Y_Phase_C10_2_00d00h00m_1.png,0.907968,0.831449,0.999501,0.991368,0.921549,0.894782,0.907968,31.240999
MyModel,SHSY5Y_Phase_C10_2_00d00h00m_2.png,0.921372,0.854207,0.999585,0.99068,0.90893,0.934159,0.921372,36.249138
MyModel,SHSY5Y_Phase_C10_2_00d04h00m_1.png,0.850692,0.740178,0.998224,0.974637,0.833155,0.868984,0.850692,95.0
MyModel,SHSY5Y_Phase_C10_2_00d04h00m_2.png,0.818636,0.692958,0.996133,0.951213,0.760801,0.885987,0.818636,76.243032
MyModel,SHSY5Y_Phase_C10_2_00d04h00m_3.png,0.832679,0.713325,0.998236,0.969135,0.738857,0.953794,0.832679,63.63961
MyModel,SHSY5Y_Phase_C10_2_00d08h00m_1.png,0.816123,0.689365,0.99791,0.966791,0.717813,0.945636,0.816123,114.070154
MyModel,SHSY5Y_Phase_C10_2_00d08h00m_2.png,0.892786,0.806336,0.998136,0.965117,0.887215,0.898429,0.892786,22.203603
MyModel,SHSY5Y_Phase_C10_2_00d08h00m_3.png,0.821189,0.696625,0.997835,0.962997,0.708203,0.977069,0.821189,31.906112
MyModel,SHSY5Y_Phase_C10_2_00d08h00m_4.png,0.835465,0.717424,0.998529,0.973965,0.731698,0.973528,0.835465,95.603347
MyModel,SHSY5Y_Phase_C10_2_00d12h00m_1.png,0.799178,0.665526,0.997306,0.959146,0.676464,0.976281,0.799178,44.0
MyModel,SHSY5Y_Phase_C10_2_00d12h00m_2.png,0.859567,0.753719,0.996988,0.944875,0.812191,0.912811,0.859567,49.979996
MyModel,SHSY5Y_Phase_C10_2_00d12h00m_3.png,0.843575,0.729467,0.99743,0.954606,0.796675,0.896341,0.843575,37.121422
MyModel,SHSY5Y_Phase_C10_2_00d12h00m_4.png,0.791009,0.654272,0.996708,0.956367,0.702438,0.905138,0.791009,140.246212
MyModel,SHSY5Y_Phase_C10_2_00d16h00m_2.png,0.850847,0.740412,0.996908,0.938431,0.778425,0.938127,0.850847,24.33105
MyModel,SHSY5Y_Phase_C10_2_00d16h00m_3.png,0.824628,0.701589,0.997257,0.948235,0.745857,0.922002,0.824628,101.212647
MyModel,SHSY5Y_Phase_C10_2_00d16h00m_4.png,0.764596,0.618903,0.995435,0.946812,0.689316,0.858333,0.764596,98.716767
MyModel,SHSY5Y_Phase_C10_2_00d20h00m_1.png,0.720877,0.563572,0.992029,0.911973,0.61034,0.880307,0.720877,115.524889
MyModel,SHSY5Y_Phase_C10_2_00d20h00m_2.png,0.756373,0.608199,0.990538,0.89281,0.657119,0.890945,0.756373,140.730238
MyModel,SHSY5Y_Phase_C10_2_00d20h00m_3.png,0.871211,0.77181,0.997825,0.955772,0.80166,0.953976,0.871211,62.128898
MyModel,SHSY5Y_Phase_C10_2_00d20h00m_4.png,0.863443,0.759701,0.998089,0.964931,0.794966,0.944829,0.863443,89.738509
MyModel,SHSY5Y_Phase_C10_2_01d00h00m_1.png,0.860785,0.755595,0.996936,0.94496,0.815853,0.910955,0.860785,86.469648
MyModel,SHSY5Y_Phase_C10_2_01d00h00m_2.png,0.807775,0.677535,0.993953,0.901013,0.694582,0.965043,0.807775,36.496575
MyModel,SHSY5Y_Phase_C10_2_01d00h00m_3.png,0.760283,0.613271,0.993738,0.911115,0.630707,0.956867,0.760283,45.880279
MyModel,SHSY5Y_Phase_C10_2_01d00h00m_4.png,0.786472,0.648088,0.996182,0.943067,0.664123,0.964082,0.786472,123.891081
MyModel,SHSY5Y_Phase_C10_2_01d04h00m_1.png,0.80156,0.668836,0.994208,0.915191,0.721931,0.900932,0.80156,50.009999
MyModel,SHSY5Y_Phase_C10_2_01d04h00m_3.png,0.839994,0.72413,0.995521,0.921665,0.780753,0.908964,0.839994,55.072679
MyModel,SHSY5Y_Phase_C10_2_01d04h00m_4.png,0.834025,0.715303,0.99623,0.941573,0.755115,0.931353,0.834025,57.45433
MyModel,SHSY5Y_Phase_C10_2_01d08h00m_1.png,0.805702,0.674625,0.99316,0.903649,0.715907,0.921255,0.805702,97.862148
MyModel,SHSY5Y_Phase_C10_2_01d08h00m_2.png,0.855444,0.747402,0.994122,0.900462,0.791947,0.930011,0.855444,60.166436
MyModel,SHSY5Y_Phase_C10_2_01d08h00m_4.png,0.729011,0.573577,0.992311,0.910782,0.583078,0.972377,0.729011,50.289164
MyModel,SHSY5Y_Phase_C10_2_01d12h00m_1.png,0.808006,0.677861,0.992472,0.895108,0.694155,0.966531,0.808006,70.256672
MyModel,SHSY5Y_Phase_C10_2_01d12h00m_3.png,0.836038,0.718269,0.994587,0.904666,0.739153,0.962153,0.836038,85.79627
MyModel,SHSY5Y_Phase_C10_2_01d12h00m_4.png,0.736611,0.583044,0.991985,0.906214,0.597491,0.96018,0.736611,61.400326
MyModel,SHSY5Y_Phase_C10_2_01d16h00m_1.png,0.83865,0.722133,0.9939,0.900691,0.740958,0.966014,0.83865,44.687806
MyModel,SHSY5Y_Phase_C10_2_01d16h00m_2.png,0.868109,0.766954,0.9923,0.88744,0.809137,0.936352,0.868109,52.810984
MyModel,SHSY5Y_Phase_C10_2_01d16h00m_3.png,0.857434,0.750446,0.99392,0.899527,0.803367,0.919303,0.857434,53.235327
MyModel,SHSY5Y_Phase_C10_2_01d16h00m_4.png,0.862948,0.758934,0.996244,0.935965,0.805846,0.928758,0.862948,52.201533
MyModel,SHSY5Y_Phase_C10_2_01d20h00m_1.png,0.874331,0.776721,0.994595,0.899877,0.817109,0.940171,0.874331,36.345564
MyModel,SHSY5Y_Phase_C10_2_01d20h00m_2.png,0.88548,0.794495,0.993936,0.893231,0.817729,0.965473,0.88548,36.400549
MyModel,SHSY5Y_Phase_C10_2_01d20h00m_3.png,0.818975,0.693445,0.990798,0.864415,0.725543,0.940028,0.818975,53.0
MyModel,SHSY5Y_Phase_C10_2_01d20h00m_4.png,0.794678,0.659308,0.991652,0.892633,0.686799,0.942762,0.794678,45.453273
MyModel,SHSY5Y_Phase_C10_2_02d00h00m_1.png,0.871316,0.771976,0.994395,0.892641,0.811922,0.940086,0.871316,22.627417
MyModel,SHSY5Y_Phase_C10_2_02d00h00m_2.png,0.883203,0.790836,0.993855,0.885028,0.825377,0.949742,0.883203,25.942244
MyModel,SHSY5Y_Phase_C10_2_02d00h00m_3.png,0.864266,0.760975,0.993929,0.88438,0.802296,0.93661,0.864266,22.203603
MyModel,SHSY5Y_Phase_C10_2_02d00h00m_4.png,0.791032,0.654303,0.991631,0.889456,0.681447,0.942614,0.791032,40.496913
MyModel,SHSY5Y_Phase_C10_2_02d04h00m_1.png,0.853543,0.744505,0.991939,0.861877,0.767662,0.96106,0.853543,19.0
MyModel,SHSY5Y_Phase_C10_2_02d04h00m_2.png,0.874365,0.776775,0.991017,0.863451,0.817021,0.940366,0.874365,91.678787
MyModel,SHSY5Y_Phase_C10_2_02d04h00m_3.png,0.908027,0.831548,0.995148,0.905045,0.876884,0.941464,0.908027,30.805844
MyModel,SHSY5Y_Phase_C10_2_02d08h00m_2.png,0.801969,0.669406,0.981955,0.794288,0.688008,0.961177,0.801969,32.984845
MyModel,SHSY5Y_Phase_C10_2_02d08h00m_3.png,0.797783,0.663593,0.983956,0.812825,0.679315,0.966299,0.797783,33.0
MyModel,SHSY5Y_Phase_C10_2_02d12h00m_2.png,0.842977,0.728575,0.984006,0.816046,0.758903,0.948001,0.842977,27.313001
MyModel,SHSY5Y_Phase_C10_2_02d12h00m_3.png,0.846335,0.733606,0.987168,0.838593,0.780989,0.923616,0.846335,34.014703
MyModel,SHSY5Y_Phase_C10_2_02d12h00m_4.png,0.782329,0.64248,0.989661,0.861298,0.667865,0.944146,0.782329,56.0803
MyModel,SHSY5Y_Phase_C10_2_02d16h00m_2.png,0.833061,0.713886,0.98446,0.798268,0.728408,0.972831,0.833061,25.238859
MyModel,SHSY5Y_Phase_C10_2_02d16h00m_3.png,0.784255,0.645082,0.984208,0.780283,0.656431,0.973899,0.784255,26.248809
MyModel,SHSY5Y_Phase_C10_2_02d16h00m_4.png,0.850402,0.739738,0.991132,0.881441,0.789414,0.921602,0.850402,53.235327
MyModel,SHSY5Y_Phase_C10_2_02d20h00m_1.png,0.761688,0.615102,0.979853,0.749115,0.622976,0.979865,0.761688,27.202941
MyModel,SHSY5Y_Phase_C10_2_02d20h00m_2.png,0.746635,0.595705,0.975599,0.70997,0.602356,0.9818,0.746635,43.931765
MyModel,SHSY5Y_Phase_C10_2_02d20h00m_3.png,0.877056,0.781033,0.988581,0.848386,0.822471,0.9394,0.877056,26.476405
MyModel,SHSY5Y_Phase_C10_2_02d20h00m_4.png,0.856929,0.749673,0.990722,0.873872,0.795094,0.929194,0.856929,28.0
MyModel,SHSY5Y_Phase_C10_2_03d00h00m_1.png,0.852248,0.742537,0.987825,0.821577,0.761739,0.967167,0.852248,29.529646
MyModel,SHSY5Y_Phase_C10_2_03d00h00m_2.png,0.830414,0.710006,0.982417,0.776789,0.722587,0.976065,0.830414,34.132096
MyModel,SHSY5Y_Phase_C10_2_03d00h00m_3.png,0.836181,0.71848,0.98615,0.801975,0.735147,0.969411,0.836181,38.013156
MyModel,SHSY5Y_Phase_C10_2_03d00h00m_4.png,0.880455,0.78644,0.993169,0.886159,0.845769,0.918107,0.880455,33.060551
MyModel,SHSY5Y_Phase_C10_2_03d04h00m_1.png,0.855572,0.747597,0.984548,0.812115,0.791687,0.930672,0.855572,23.194827
MyModel,SHSY5Y_Phase_C10_2_03d04h00m_2.png,0.877467,0.781685,0.986248,0.823132,0.816353,0.948471,0.877467,39.458839
MyModel,SHSY5Y_Phase_C10_2_03d04h00m_4.png,0.852465,0.742867,0.98924,0.856799,0.772198,0.951356,0.852465,30.066593
MyModel,SHSY5Y_Phase_C10_2_03d08h00m_1.png,0.877083,0.781075,0.987017,0.834389,0.802588,0.966821,0.877083,28.231188
MyModel,SHSY5Y_Phase_C10_2_03d08h00m_2.png,0.911797,0.837893,0.991758,0.866453,0.86681,0.96171,0.911797,29.206164
MyModel,SHSY5Y_Phase_C10_2_03d12h00m_1.png,0.942102,0.890541,0.995503,0.912478,0.922772,0.962259,0.942102,31.400637
MyModel,SHSY5Y_Phase_C10_2_03d12h00m_2.png,0.941922,0.89022,0.995136,0.907487,0.921163,0.963638,0.941922,13.0
MyModel,SHSY5Y_Phase_C10_2_03d12h00m_3.png,0.924061,0.858842,0.993237,0.888306,0.896779,0.953056,0.924061,21.213203
MyModel,SHSY5Y_Phase_C10_2_03d12h00m_4.png,0.832028,0.71237,0.985384,0.816065,0.735529,0.957672,0.832028,49.648766
MyModel,SHSY5Y_Phase_D10_1_00d00h00m_1.png,0.931545,0.871861,0.999775,0.992668,0.916353,0.947248,0.931545,5.0
MyModel,SHSY5Y_Phase_D10_1_00d00h00m_2.png,0.92795,0.865585,0.999747,0.993004,0.976147,0.88429,0.92795,39.0
MyModel,SHSY5Y_Phase_D10_1_00d00h00m_3.png,0.908936,0.833073,0.999808,0.995323,0.867852,0.954104,0.908936,105.990566
MyModel,SHSY5Y_Phase_D10_1_00d00h00m_4.png,0.910616,0.835901,0.999731,0.994966,0.919671,0.901739,0.910616,13.416408
MyModel,SHSY5Y_Phase_D10_1_00d04h00m_1.png,0.900866,0.819614,0.999146,0.980324,0.91177,0.890219,0.900866,54.451814
MyModel,SHSY5Y_Phase_D10_1_00d04h00m_2.png,0.858326,0.751814,0.998501,0.969824,0.832314,0.886018,0.858326,56.859476
MyModel,SHSY5Y_Phase_D10_1_00d04h00m_3.png,0.853182,0.743955,0.999188,0.984785,0.816302,0.893551,0.853182,83.630138
MyModel,SHSY5Y_Phase_D10_1_00d08h00m_1.png,0.793753,0.658035,0.997501,0.962626,0.675857,0.961472,0.793753,60.728906
MyModel,SHSY5Y_Phase_D10_1_00d08h00m_2.png,0.862679,0.758518,0.998413,0.970108,0.784091,0.958774,0.862679,75.106591
MyModel,SHSY5Y_Phase_D10_1_00d08h00m_4.png,0.872124,0.773244,0.999353,0.98617,0.811592,0.942413,0.872124,67.542579
MyModel,SHSY5Y_Phase_D10_1_00d12h00m_1.png,0.862942,0.758925,0.998242,0.966483,0.795072,0.94348,0.862942,55.973208
MyModel,SHSY5Y_Phase_D10_1_00d12h00m_2.png,0.842727,0.728201,0.997719,0.958184,0.795658,0.895715,0.842727,48.259714
MyModel,SHSY5Y_Phase_D10_1_00d12h00m_3.png,0.810892,0.681933,0.998012,0.974276,0.740917,0.895463,0.810892,90.934042
MyModel,SHSY5Y_Phase_D10_1_00d12h00m_4.png,0.667186,0.500585,0.996835,0.963847,0.512775,0.954663,0.667186,147.231111
MyModel,SHSY5Y_Phase_D10_1_00d16h00m_1.png,0.858331,0.751821,0.997365,0.958127,0.807488,0.916007,0.858331,45.891176
MyModel,SHSY5Y_Phase_D10_1_00d16h00m_2.png,0.800666,0.667592,0.995008,0.938825,0.718792,0.903588,0.800666,55.901699
MyModel,SHSY5Y_Phase_D10_1_00d16h00m_3.png,0.857601,0.750701,0.998517,0.973787,0.85244,0.862825,0.857601,62.936476
MyModel,SHSY5Y_Phase_D10_1_00d16h00m_4.png,0.838619,0.722088,0.998648,0.976983,0.762557,0.931538,0.838619,42.801869
MyModel,SHSY5Y_Phase_D10_1_00d20h00m_1.png,0.846826,0.734344,0.996955,0.950243,0.762836,0.951599,0.846826,30.413813
MyModel,SHSY5Y_Phase_D10_1_00d20h00m_2.png,0.862031,0.757516,0.997469,0.955056,0.778466,0.965693,0.862031,138.884844
MyModel,SHSY5Y_Phase_D10_1_00d20h00m_4.png,0.84573,0.732697,0.998519,0.974902,0.770254,0.937605,0.84573,64.761099
MyModel,SHSY5Y_Phase_D10_1_01d00h00m_1.png,0.811013,0.682105,0.995315,0.930701,0.699297,0.96521,0.811013,60.876925
MyModel,SHSY5Y_Phase_D10_1_01d00h00m_2.png,0.878165,0.782794,0.997554,0.951584,0.826264,0.937024,0.878165,66.85058
MyModel,SHSY5Y_Phase_D10_1_01d00h00m_3.png,0.838743,0.722272,0.997551,0.966018,0.75557,0.942493,0.838743,94.493386
MyModel,SHSY5Y_Phase_D10_1_01d00h00m_4.png,0.862454,0.75817,0.99856,0.974754,0.810762,0.921186,0.862454,164.614702
MyModel,SHSY5Y_Phase_D10_1_01d04h00m_1.png,0.831063,0.710956,0.994967,0.92264,0.761206,0.915036,0.831063,44.643029
MyModel,SHSY5Y_Phase_D10_1_01d04h00m_2.png,0.870276,0.770343,0.997158,0.942319,0.82727,0.917998,0.870276,45.343136
MyModel,SHSY5Y_Phase_D10_1_01d04h00m_3.png,0.86095,0.75585,0.998007,0.9648,0.813147,0.914725,0.86095,54.451814
MyModel,SHSY5Y_Phase_D10_1_01d04h00m_4.png,0.809868,0.680485,0.997137,0.960378,0.751703,0.877788,0.809868,112.361025
MyModel,SHSY5Y_Phase_D10_1_01d08h00m_2.png,0.879818,0.785424,0.996583,0.934861,0.86582,0.894277,0.879818,25.298221
MyModel,SHSY5Y_Phase_D10_1_01d08h00m_3.png,0.877029,0.78099,0.998052,0.962486,0.824042,0.937299,0.877029,46.69047
MyModel,SHSY5Y_Phase_D10_1_01d08h00m_4.png,0.848098,0.736259,0.997847,0.963994,0.780304,0.928793,0.848098,47.707442
MyModel,SHSY5Y_Phase_D10_1_01d12h00m_1.png,0.85663,0.749215,0.994898,0.920807,0.792051,0.932674,0.85663,40.706265
MyModel,SHSY5Y_Phase_D10_1_01d12h00m_2.png,0.883674,0.791592,0.996666,0.928639,0.872915,0.894702,0.883674,29.0
MyModel,SHSY5Y_Phase_D10_1_01d12h00m_3.png,0.883282,0.790962,0.997988,0.957493,0.868539,0.898533,0.883282,54.424259
MyModel,SHSY5Y_Phase_D10_1_01d16h00m_1.png,0.801035,0.668106,0.991588,0.882416,0.690515,0.953675,0.801035,29.0
MyModel,SHSY5Y_Phase_D10_1_01d16h00m_2.png,0.802231,0.669771,0.991798,0.883684,0.685584,0.96671,0.802231,114.236597
MyModel,SHSY5Y_Phase_D10_1_01d16h00m_3.png,0.771969,0.628623,0.993459,0.917682,0.645406,0.960278,0.771969,122.004098
MyModel,SHSY5Y_Phase_D10_1_01d16h00m_4.png,0.009063,0.004552,0.980118,0.829166,0.004553,0.989619,0.009063,496.049393
MyModel,SHSY5Y_Phase_D10_1_01d20h00m_1.png,0.815835,0.688954,0.991492,0.879122,0.731219,0.922598,0.815835,59.405387
MyModel,SHSY5Y_Phase_D10_1_01d20h00m_2.png,0.851592,0.741542,0.993729,0.899164,0.771866,0.949687,0.851592,53.084838
MyModel,SHSY5Y_Phase_D10_1_01d20h00m_3.png,0.838283,0.721589,0.994792,0.921413,0.799562,0.880944,0.838283,80.956779
MyModel,SHSY5Y_Phase_D10_1_02d00h00m_1.png,0.851911,0.742025,0.991187,0.884197,0.813586,0.894025,0.851911,62.481997
MyModel,SHSY5Y_Phase_D10_1_02d00h00m_2.png,0.880399,0.786351,0.994048,0.911156,0.849999,0.913055,0.880399,113.885908
MyModel,SHSY5Y_Phase_D10_1_02d00h00m_3.png,0.777571,0.636086,0.990006,0.888489,0.689421,0.891567,0.777571,73.164199
MyModel,SHSY5Y_Phase_D10_1_02d00h00m_4.png,0.82671,0.704608,0.99472,0.92633,0.768486,0.894479,0.82671,96.79876
MyModel,SHSY5Y_Phase_D10_1_02d04h00m_1.png,0.861083,0.756054,0.991934,0.877278,0.818392,0.908473,0.861083,49.497475
MyModel,SHSY5Y_Phase_D10_1_02d04h00m_4.png,0.840937,0.725532,0.995285,0.926123,0.762481,0.93739,0.840937,104.938077
MyModel,SHSY5Y_Phase_D10_1_02d08h00m_1.png,0.879598,0.785074,0.993577,0.886547,0.827556,0.938625,0.879598,27.802878
MyModel,SHSY5Y_Phase_D10_1_02d08h00m_2.png,0.834185,0.715538,0.99153,0.874448,0.729774,0.97346,0.834185,130.923642
MyModel,SHSY5Y_Phase_D10_1_02d08h00m_4.png,0.800642,0.667559,0.992942,0.905056,0.682976,0.967292,0.800642,29.832868
MyModel,SHSY5Y_Phase_D10_1_02d12h00m_2.png,0.851105,0.740803,0.992203,0.87294,0.757148,0.971684,0.851105,69.634761
MyModel,SHSY5Y_Phase_D10_1_02d12h00m_3.png,0.808229,0.678175,0.991831,0.876456,0.69739,0.960959,0.808229,32.015621
